PEDIDO;PRODUCTO;RUTA;TIPO;VUELO_INSTANCIA
07-13-50-SCEL-349-0000194;07-13-50-SCEL-349-0000194-PROD-0001;null → SCEL (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SCEL-0020-2025-10-05
08-03-19-OAKB-332-0000126;08-03-19-OAKB-332-0000126-PROD-0001;null → OAKB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OAKB-0424-2025-10-05
08-05-23-EHAM-267-0000136;08-05-23-EHAM-267-0000136-PROD-0001;null → EHAM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EHAM-0112-2025-10-05
08-03-26-SLLP-233-0000197;08-03-26-SLLP-233-0000197-PROD-0001;null → SLLP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SLLP-2133-2025-10-05
08-06-47-SLLP-243-0000025;08-06-47-SLLP-243-0000025-PROD-0001;null → SLLP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SLLP-2133-2025-10-05
08-14-21-LOWW-203-0000018;08-14-21-LOWW-203-0000018-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
08-17-47-OSDI-252-0000015;08-17-47-OSDI-252-0000015-PROD-0001;null → OSDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OSDI-0414-2025-10-05
08-19-00-LATI-271-0000266;08-19-00-LATI-271-0000266-PROD-0001;null → LATI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LATI-0459-2025-10-05
08-22-39-OAKB-230-0000006;08-22-39-OAKB-230-0000006-PROD-0001;null → OAKB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OAKB-0424-2025-10-05
09-00-33-LOWW-286-0000162;09-00-33-LOWW-286-0000162-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
09-01-02-EHAM-349-0000013;09-01-02-EHAM-349-0000013-PROD-0001;null → EHAM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EHAM-0112-2025-10-05
09-02-55-OSDI-276-0000001;09-02-55-OSDI-276-0000001-PROD-0001;null → OSDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OSDI-0414-2025-10-05
09-03-17-OERK-289-0000015;09-03-17-OERK-289-0000015-PROD-0001;null → OERK (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OERK-0545-2025-10-05
09-00-44-SLLP-230-0000221;09-00-44-SLLP-230-0000221-PROD-0001;null → SLLP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SLLP-2133-2025-10-05
09-00-45-SGAS-329-0000004;09-00-45-SGAS-329-0000004-PROD-0001;null → SGAS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SGAS-0610-2025-10-05
09-02-00-SCEL-330-0000237;09-02-00-SCEL-330-0000237-PROD-0001;null → SCEL (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SCEL-0020-2025-10-05
09-10-35-OPKC-331-0000304;09-10-35-OPKC-331-0000304-PROD-0001;null → OPKC (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OPKC-0517-2025-10-05
09-08-54-UMMS-307-0000119;09-08-54-UMMS-307-0000119-PROD-0001;null → UMMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-UMMS-0241-2025-10-05
09-08-04-SBBR-210-0000047;09-08-04-SBBR-210-0000047-PROD-0001;null → SBBR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SBBR-0623-2025-10-05
09-19-13-OYSN-312-0000187;09-19-13-OYSN-312-0000187-PROD-0001;null → OYSN (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OYSN-0351-2025-10-05
09-20-38-OERK-244-0000008;09-20-38-OERK-244-0000008-PROD-0001;null → OERK (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OERK-0545-2025-10-05
09-13-41-SLLP-312-0000307;09-13-41-SLLP-312-0000307-PROD-0001;null → SLLP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SLLP-2133-2025-10-05
10-07-45-EHAM-262-0000118;10-07-45-EHAM-262-0000118-PROD-0001;null → EHAM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EHAM-0112-2025-10-05
10-09-22-LKPR-299-0000145;10-09-22-LKPR-299-0000145-PROD-0001;null → LKPR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LKPR-0532-2025-10-05
10-09-59-LDZA-315-0000241;10-09-59-LDZA-315-0000241-PROD-0001;null → LDZA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LDZA-0556-2025-10-05
10-10-14-LDZA-349-0000279;10-10-14-LDZA-349-0000279-PROD-0001;null → LDZA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LDZA-0556-2025-10-05
10-12-15-OOMS-227-0000023;10-12-15-OOMS-227-0000023-PROD-0001;null → OOMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OOMS-0349-2025-10-05
10-03-38-SEQM-325-0000109;10-03-38-SEQM-325-0000109-PROD-0001;null → SEQM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SEQM-0334-2025-10-05
10-15-01-VIDP-341-0000267;10-15-01-VIDP-341-0000267-PROD-0001;null → VIDP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-VIDP-0544-2025-10-05
10-05-48-SKBO-262-0000019;10-05-48-SKBO-262-0000019-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
10-15-54-OJAI-280-0000031;10-15-54-OJAI-280-0000031-PROD-0001;null → OJAI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OJAI-0519-2025-10-05
10-16-12-OJAI-200-0000052;10-16-12-OJAI-200-0000052-PROD-0001;null → OJAI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OJAI-0519-2025-10-05
10-17-39-EHAM-312-0000281;10-17-39-EHAM-312-0000281-PROD-0001;null → EHAM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EHAM-0112-2025-10-05
10-20-12-VIDP-307-0000097;10-20-12-VIDP-307-0000097-PROD-0001;null → VIDP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-VIDP-0544-2025-10-05
10-22-04-LDZA-336-0000046;10-22-04-LDZA-336-0000046-PROD-0001;null → LDZA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LDZA-0556-2025-10-05
10-22-10-LDZA-299-0000007;10-22-10-LDZA-299-0000007-PROD-0001;null → LDZA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LDZA-0556-2025-10-05
11-00-01-LKPR-255-0000201;11-00-01-LKPR-255-0000201-PROD-0001;null → LKPR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LKPR-0532-2025-10-05
11-00-55-LKPR-267-0000019;11-00-55-LKPR-267-0000019-PROD-0001;null → LKPR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LKPR-0532-2025-10-05
10-17-43-SKBO-318-0000024;10-17-43-SKBO-318-0000024-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
11-01-51-LATI-269-0000017;11-01-51-LATI-269-0000017-PROD-0001;null → LATI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LATI-0459-2025-10-05
10-19-22-SVMI-279-0000274;10-19-22-SVMI-279-0000274-PROD-0001;null → SVMI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SVMI-0724-2025-10-05
10-18-48-SKBO-302-0000190;10-18-48-SKBO-302-0000190-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
11-05-44-OAKB-285-0000035;11-05-44-OAKB-285-0000035-PROD-0001;null → OAKB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OAKB-0424-2025-10-05
10-22-08-SKBO-317-0000072;10-22-08-SKBO-317-0000072-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
10-23-30-SVMI-241-0000232;10-23-30-SVMI-241-0000232-PROD-0001;null → SVMI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SVMI-0724-2025-10-05
11-08-07-LATI-282-0000107;11-08-07-LATI-282-0000107-PROD-0001;null → LATI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LATI-0459-2025-10-05
11-05-51-OMDB-261-0000007;11-05-51-OMDB-261-0000007-PROD-0001;null → OMDB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OMDB-0455-2025-10-05
11-11-17-VIDP-310-0000306;11-11-17-VIDP-310-0000306-PROD-0001;null → VIDP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-VIDP-0544-2025-10-05
11-10-39-LOWW-335-0000134;11-10-39-LOWW-335-0000134-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
11-04-09-SEQM-336-0000010;11-04-09-SEQM-336-0000010-PROD-0001;null → SEQM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SEQM-0334-2025-10-05
11-07-32-SGAS-328-0000070;11-07-32-SGAS-328-0000070-PROD-0001;null → SGAS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SGAS-0610-2025-10-05
11-15-20-UMMS-334-0000087;11-15-20-UMMS-334-0000087-PROD-0001;null → UMMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-UMMS-0241-2025-10-05
11-07-28-SKBO-249-0000224;11-07-28-SKBO-249-0000224-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
11-17-07-OAKB-269-0000017;11-17-07-OAKB-269-0000017-PROD-0001;null → OAKB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OAKB-0424-2025-10-05
11-09-31-SLLP-242-0000310;11-09-31-SLLP-242-0000310-PROD-0001;null → SLLP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SLLP-2133-2025-10-05
11-17-39-LOWW-272-0000261;11-17-39-LOWW-272-0000261-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
11-16-08-OMDB-230-0000021;11-16-08-OMDB-230-0000021-PROD-0001;null → OMDB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OMDB-0455-2025-10-05
11-12-15-SKBO-299-0000256;11-12-15-SKBO-299-0000256-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
11-21-04-SABE-231-0000029;11-21-04-SABE-231-0000029-PROD-0001;null → SABE (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SABE-0041-2025-10-05
12-06-27-OPKC-204-0000095;12-06-27-OPKC-204-0000095-PROD-0001;null → OPKC (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OPKC-0517-2025-10-05
12-04-29-EDDI-306-0000009;12-04-29-EDDI-306-0000009-PROD-0001;null → EDDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EDDI-0200-2025-10-05
12-05-07-LKPR-274-0000021;12-05-07-LKPR-274-0000021-PROD-0001;null → LKPR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LKPR-0532-2025-10-05
12-05-10-OERK-336-0000263;12-05-10-OERK-336-0000263-PROD-0001;null → OERK (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OERK-0545-2025-10-05
11-23-22-SGAS-255-0000009;11-23-22-SGAS-255-0000009-PROD-0001;null → SGAS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SGAS-0610-2025-10-05
12-06-23-LBSF-310-0000023;12-06-23-LBSF-310-0000023-PROD-0001;null → LBSF (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LBSF-0622-2025-10-05
12-06-59-LOWW-315-0000252;12-06-59-LOWW-315-0000252-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
12-17-05-VIDP-263-0000009;12-17-05-VIDP-263-0000009-PROD-0001;null → VIDP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-VIDP-0544-2025-10-05
12-07-30-SEQM-327-0000284;12-07-30-SEQM-327-0000284-PROD-0001;null → SEQM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SEQM-0334-2025-10-05
12-16-30-EHAM-306-0000012;12-16-30-EHAM-306-0000012-PROD-0001;null → EHAM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EHAM-0112-2025-10-05
12-13-54-OMDB-203-0000027;12-13-54-OMDB-203-0000027-PROD-0001;null → OMDB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OMDB-0455-2025-10-05
12-10-34-SEQM-273-0000012;12-10-34-SEQM-273-0000012-PROD-0001;null → SEQM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SEQM-0334-2025-10-05
12-18-55-OSDI-302-0000018;12-18-55-OSDI-302-0000018-PROD-0001;null → OSDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OSDI-0414-2025-10-05
12-14-26-SGAS-233-0000008;12-14-26-SGAS-233-0000008-PROD-0001;null → SGAS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SGAS-0610-2025-10-05
12-22-07-OYSN-295-0000144;12-22-07-OYSN-295-0000144-PROD-0001;null → OYSN (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OYSN-0351-2025-10-05
12-21-58-OMDB-229-0000021;12-21-58-OMDB-229-0000021-PROD-0001;null → OMDB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OMDB-0455-2025-10-05
13-02-20-LOWW-336-0000043;13-02-20-LOWW-336-0000043-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
12-22-00-SVMI-324-0000003;12-22-00-SVMI-324-0000003-PROD-0001;null → SVMI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SVMI-0724-2025-10-05
13-00-27-SBBR-250-0000037;13-00-27-SBBR-250-0000037-PROD-0001;null → SBBR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SBBR-0623-2025-10-05
13-07-20-LOWW-313-0000010;13-07-20-LOWW-313-0000010-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
13-00-15-SKBO-253-0000150;13-00-15-SKBO-253-0000150-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
13-08-37-OERK-316-0000142;13-08-37-OERK-316-0000142-PROD-0001;null → OERK (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OERK-0545-2025-10-05
13-10-57-LATI-216-0000157;13-10-57-LATI-216-0000157-PROD-0001;null → LATI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LATI-0459-2025-10-05
13-11-42-LATI-326-0000013;13-11-42-LATI-326-0000013-PROD-0001;null → LATI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LATI-0459-2025-10-05
13-14-58-VIDP-210-0000234;13-14-58-VIDP-210-0000234-PROD-0001;null → VIDP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-VIDP-0544-2025-10-05
13-05-14-SEQM-255-0000016;13-05-14-SEQM-255-0000016-PROD-0001;null → SEQM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SEQM-0334-2025-10-05
13-14-49-LATI-320-0000188;13-14-49-LATI-320-0000188-PROD-0001;null → LATI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LATI-0459-2025-10-05
13-15-01-OJAI-221-0000240;13-15-01-OJAI-221-0000240-PROD-0001;null → OJAI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OJAI-0519-2025-10-05
13-10-07-SCEL-237-0000080;13-10-07-SCEL-237-0000080-PROD-0001;null → SCEL (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SCEL-0020-2025-10-05
13-17-08-OSDI-209-0000117;13-17-08-OSDI-209-0000117-PROD-0001;null → OSDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OSDI-0414-2025-10-05
13-18-10-OAKB-210-0000001;13-18-10-OAKB-210-0000001-PROD-0001;null → OAKB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OAKB-0424-2025-10-05
13-12-11-SKBO-203-0000163;13-12-11-SKBO-203-0000163-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
13-22-33-LDZA-328-0000229;13-22-33-LDZA-328-0000229-PROD-0001;null → LDZA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LDZA-0556-2025-10-05
13-23-39-LOWW-210-0000024;13-23-39-LOWW-210-0000024-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
14-00-17-LOWW-292-0000024;14-00-17-LOWW-292-0000024-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
14-01-21-LATI-272-0000009;14-01-21-LATI-272-0000009-PROD-0001;null → LATI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LATI-0459-2025-10-05
14-02-48-OOMS-347-0000112;14-02-48-OOMS-347-0000112-PROD-0001;null → OOMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OOMS-0349-2025-10-05
14-03-53-VIDP-299-0000004;14-03-53-VIDP-299-0000004-PROD-0001;null → VIDP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-VIDP-0544-2025-10-05
13-20-19-SUAA-340-0000051;13-20-19-SUAA-340-0000051-PROD-0001;null → SUAA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SUAA-2233-2025-10-05
14-04-33-LDZA-295-0000293;14-04-33-LDZA-295-0000293-PROD-0001;null → LDZA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LDZA-0556-2025-10-05
14-10-23-VIDP-240-0000025;14-10-23-VIDP-240-0000025-PROD-0001;null → VIDP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-VIDP-0544-2025-10-05
14-10-16-LDZA-299-0000217;14-10-16-LDZA-299-0000217-PROD-0001;null → LDZA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LDZA-0556-2025-10-05
14-11-27-OERK-287-0000036;14-11-27-OERK-287-0000036-PROD-0001;null → OERK (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OERK-0545-2025-10-05
14-13-01-EHAM-268-0000026;14-13-01-EHAM-268-0000026-PROD-0001;null → EHAM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EHAM-0112-2025-10-05
14-15-03-OSDI-315-0000015;14-15-03-OSDI-315-0000015-PROD-0001;null → OSDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OSDI-0414-2025-10-05
14-08-36-SKBO-341-0000001;14-08-36-SKBO-341-0000001-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
14-16-57-LOWW-223-0000005;14-16-57-LOWW-223-0000005-PROD-0001;null → LOWW (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LOWW-0134-2025-10-05
14-10-29-SVMI-205-0000291;14-10-29-SVMI-205-0000291-PROD-0001;null → SVMI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SVMI-0724-2025-10-05
14-19-56-OOMS-220-0000001;14-19-56-OOMS-220-0000001-PROD-0001;null → OOMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OOMS-0349-2025-10-05
14-21-53-OAKB-245-0000152;14-21-53-OAKB-245-0000152-PROD-0001;null → OAKB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OAKB-0424-2025-10-05
14-13-00-SEQM-224-0000297;14-13-00-SEQM-224-0000297-PROD-0001;null → SEQM (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SEQM-0334-2025-10-05
15-00-14-LDZA-290-0000260;15-00-14-LDZA-290-0000260-PROD-0001;null → LDZA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LDZA-0556-2025-10-05
15-01-20-OSDI-330-0000127;15-01-20-OSDI-330-0000127-PROD-0001;null → OSDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OSDI-0414-2025-10-05
15-02-21-LDZA-235-0000007;15-02-21-LDZA-235-0000007-PROD-0001;null → LDZA (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LDZA-0556-2025-10-05
14-21-11-SKBO-252-0000140;14-21-11-SKBO-252-0000140-PROD-0001;null → SKBO (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SEQM-SKBO-0429-2025-10-05
15-03-16-OMDB-262-0000001;15-03-16-OMDB-262-0000001-PROD-0001;null → OMDB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OMDB-0455-2025-10-05
15-04-12-OMDB-263-0000077;15-04-12-OMDB-263-0000077-PROD-0001;null → OMDB (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OMDB-0455-2025-10-05
15-09-57-VIDP-326-0000088;15-09-57-VIDP-326-0000088-PROD-0001;null → VIDP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-VIDP-0544-2025-10-05
15-02-33-SCEL-235-0000063;15-02-33-SCEL-235-0000063-PROD-0001;null → SCEL (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SCEL-0020-2025-10-05
15-08-53-OERK-249-0000015;15-08-53-OERK-249-0000015-PROD-0001;null → OERK (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OERK-0545-2025-10-05
15-09-37-UMMS-264-0000012;15-09-37-UMMS-264-0000012-PROD-0001;null → UMMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-UMMS-0241-2025-10-05
15-04-22-SLLP-288-0000056;15-04-22-SLLP-288-0000056-PROD-0001;null → SLLP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SLLP-2133-2025-10-05
15-15-00-OPKC-282-0000250;15-15-00-OPKC-282-0000250-PROD-0001;null → OPKC (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OPKC-0517-2025-10-05
15-14-02-OOMS-305-0000049;15-14-02-OOMS-305-0000049-PROD-0001;null → OOMS (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OOMS-0349-2025-10-05
15-14-45-OSDI-311-0000103;15-14-45-OSDI-311-0000103-PROD-0001;null → OSDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OSDI-0414-2025-10-05
15-15-00-LKPR-311-0000167;15-15-00-LKPR-311-0000167-PROD-0001;null → LKPR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LKPR-0532-2025-10-05
15-08-51-SVMI-343-0000005;15-08-51-SVMI-343-0000005-PROD-0001;null → SVMI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SVMI-0724-2025-10-05
15-17-44-OSDI-268-0000021;15-17-44-OSDI-268-0000021-PROD-0001;null → OSDI (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-OSDI-0414-2025-10-05
15-22-02-LKPR-318-0000169;15-22-02-LKPR-318-0000169-PROD-0001;null → LKPR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-LKPR-0532-2025-10-05
15-18-18-SLLP-217-0000149;15-18-18-SLLP-217-0000149-PROD-0001;null → SLLP (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SLLP-2133-2025-10-05
15-20-23-SBBR-299-0000021;15-20-23-SBBR-299-0000021-PROD-0001;null → SBBR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SBBR-0623-2025-10-05
16-02-23-EKCH-322-0000311;16-02-23-EKCH-322-0000311-PROD-0001;null → EKCH (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-EKCH-0149-2025-10-05
15-21-34-SBBR-339-0000104;15-21-34-SBBR-339-0000104-PROD-0001;null → SBBR (DIRECTO_FORZADO_ESCALA);DIRECTO_FORZADO_ESCALA;SKBO-SBBR-0623-2025-10-05
