ID_PRODUCTO;PEDIDO;TIPO_RUTA;ESCALAS;ORIGEN;DESTINO;RUTA_DETALLADA
09-00-44-SLLP-230-0000221-PROD-0001;09-00-44-SLLP-230-0000221;DIRECTO_FORZADO_ESCALA;0;null;SLLP;null → SLLP (DIRECTO_FORZADO_ESCALA)
09-00-45-SGAS-329-0000004-PROD-0001;09-00-45-SGAS-329-0000004;DIRECTO_FORZADO_ESCALA;0;null;SGAS;null → SGAS (DIRECTO_FORZADO_ESCALA)
09-02-00-SCEL-330-0000237-PROD-0001;09-02-00-SCEL-330-0000237;DIRECTO_FORZADO_ESCALA;0;null;SCEL;null → SCEL (DIRECTO_FORZADO_ESCALA)
09-10-35-OPKC-331-0000304-PROD-0001;09-10-35-OPKC-331-0000304;DIRECTO_FORZADO_ESCALA;0;null;OPKC;null → OPKC (DIRECTO_FORZADO_ESCALA)
09-08-54-UMMS-307-0000119-PROD-0001;09-08-54-UMMS-307-0000119;DIRECTO_FORZADO_ESCALA;0;null;UMMS;null → UMMS (DIRECTO_FORZADO_ESCALA)
09-08-04-SBBR-210-0000047-PROD-0001;09-08-04-SBBR-210-0000047;DIRECTO_FORZADO_ESCALA;0;null;SBBR;null → SBBR (DIRECTO_FORZADO_ESCALA)
09-19-13-OYSN-312-0000187-PROD-0001;09-19-13-OYSN-312-0000187;DIRECTO_FORZADO_ESCALA;0;null;OYSN;null → OYSN (DIRECTO_FORZADO_ESCALA)
09-20-38-OERK-244-0000008-PROD-0001;09-20-38-OERK-244-0000008;DIRECTO_FORZADO_ESCALA;0;null;OERK;null → OERK (DIRECTO_FORZADO_ESCALA)
09-13-41-SLLP-312-0000307-PROD-0001;09-13-41-SLLP-312-0000307;DIRECTO_FORZADO_ESCALA;0;null;SLLP;null → SLLP (DIRECTO_FORZADO_ESCALA)
10-07-45-EHAM-262-0000118-PROD-0001;10-07-45-EHAM-262-0000118;DIRECTO_FORZADO_ESCALA;0;null;EHAM;null → EHAM (DIRECTO_FORZADO_ESCALA)
10-09-22-LKPR-299-0000145-PROD-0001;10-09-22-LKPR-299-0000145;DIRECTO_FORZADO_ESCALA;0;null;LKPR;null → LKPR (DIRECTO_FORZADO_ESCALA)
10-09-59-LDZA-315-0000241-PROD-0001;10-09-59-LDZA-315-0000241;DIRECTO_FORZADO_ESCALA;0;null;LDZA;null → LDZA (DIRECTO_FORZADO_ESCALA)
10-10-14-LDZA-349-0000279-PROD-0001;10-10-14-LDZA-349-0000279;DIRECTO_FORZADO_ESCALA;0;null;LDZA;null → LDZA (DIRECTO_FORZADO_ESCALA)
10-12-15-OOMS-227-0000023-PROD-0001;10-12-15-OOMS-227-0000023;DIRECTO_FORZADO_ESCALA;0;null;OOMS;null → OOMS (DIRECTO_FORZADO_ESCALA)
10-03-38-SEQM-325-0000109-PROD-0001;10-03-38-SEQM-325-0000109;DIRECTO_FORZADO_ESCALA;0;null;SEQM;null → SEQM (DIRECTO_FORZADO_ESCALA)
10-15-01-VIDP-341-0000267-PROD-0001;10-15-01-VIDP-341-0000267;DIRECTO_FORZADO_ESCALA;0;null;VIDP;null → VIDP (DIRECTO_FORZADO_ESCALA)
10-05-48-SKBO-262-0000019-PROD-0001;10-05-48-SKBO-262-0000019;DIRECTO_FORZADO_ESCALA;0;null;SKBO;null → SKBO (DIRECTO_FORZADO_ESCALA)
10-15-54-OJAI-280-0000031-PROD-0001;10-15-54-OJAI-280-0000031;DIRECTO_FORZADO_ESCALA;0;null;OJAI;null → OJAI (DIRECTO_FORZADO_ESCALA)
10-16-12-OJAI-200-0000052-PROD-0001;10-16-12-OJAI-200-0000052;DIRECTO_FORZADO_ESCALA;0;null;OJAI;null → OJAI (DIRECTO_FORZADO_ESCALA)
10-17-39-EHAM-312-0000281-PROD-0001;10-17-39-EHAM-312-0000281;DIRECTO_FORZADO_ESCALA;0;null;EHAM;null → EHAM (DIRECTO_FORZADO_ESCALA)
10-20-12-VIDP-307-0000097-PROD-0001;10-20-12-VIDP-307-0000097;DIRECTO_FORZADO_ESCALA;0;null;VIDP;null → VIDP (DIRECTO_FORZADO_ESCALA)
10-22-04-LDZA-336-0000046-PROD-0001;10-22-04-LDZA-336-0000046;DIRECTO_FORZADO_ESCALA;0;null;LDZA;null → LDZA (DIRECTO_FORZADO_ESCALA)
10-22-10-LDZA-299-0000007-PROD-0001;10-22-10-LDZA-299-0000007;DIRECTO_FORZADO_ESCALA;0;null;LDZA;null → LDZA (DIRECTO_FORZADO_ESCALA)
11-00-01-LKPR-255-0000201-PROD-0001;11-00-01-LKPR-255-0000201;DIRECTO_FORZADO_ESCALA;0;null;LKPR;null → LKPR (DIRECTO_FORZADO_ESCALA)
11-00-55-LKPR-267-0000019-PROD-0001;11-00-55-LKPR-267-0000019;DIRECTO_FORZADO_ESCALA;0;null;LKPR;null → LKPR (DIRECTO_FORZADO_ESCALA)
10-17-43-SKBO-318-0000024-PROD-0001;10-17-43-SKBO-318-0000024;DIRECTO_FORZADO_ESCALA;0;null;SKBO;null → SKBO (DIRECTO_FORZADO_ESCALA)
11-01-51-LATI-269-0000017-PROD-0001;11-01-51-LATI-269-0000017;DIRECTO_FORZADO_ESCALA;0;null;LATI;null → LATI (DIRECTO_FORZADO_ESCALA)
10-19-22-SVMI-279-0000274-PROD-0001;10-19-22-SVMI-279-0000274;DIRECTO_FORZADO_ESCALA;0;null;SVMI;null → SVMI (DIRECTO_FORZADO_ESCALA)
10-18-48-SKBO-302-0000190-PROD-0001;10-18-48-SKBO-302-0000190;DIRECTO_FORZADO_ESCALA;0;null;SKBO;null → SKBO (DIRECTO_FORZADO_ESCALA)
11-05-44-OAKB-285-0000035-PROD-0001;11-05-44-OAKB-285-0000035;DIRECTO_FORZADO_ESCALA;0;null;OAKB;null → OAKB (DIRECTO_FORZADO_ESCALA)
10-22-08-SKBO-317-0000072-PROD-0001;10-22-08-SKBO-317-0000072;DIRECTO_FORZADO_ESCALA;0;null;SKBO;null → SKBO (DIRECTO_FORZADO_ESCALA)
10-23-30-SVMI-241-0000232-PROD-0001;10-23-30-SVMI-241-0000232;DIRECTO_FORZADO_ESCALA;0;null;SVMI;null → SVMI (DIRECTO_FORZADO_ESCALA)
11-08-07-LATI-282-0000107-PROD-0001;11-08-07-LATI-282-0000107;DIRECTO_FORZADO_ESCALA;0;null;LATI;null → LATI (DIRECTO_FORZADO_ESCALA)
11-05-51-OMDB-261-0000007-PROD-0001;11-05-51-OMDB-261-0000007;DIRECTO_FORZADO_ESCALA;0;null;OMDB;null → OMDB (DIRECTO_FORZADO_ESCALA)
11-11-17-VIDP-310-0000306-PROD-0001;11-11-17-VIDP-310-0000306;DIRECTO_FORZADO_ESCALA;0;null;VIDP;null → VIDP (DIRECTO_FORZADO_ESCALA)
11-10-39-LOWW-335-0000134-PROD-0001;11-10-39-LOWW-335-0000134;DIRECTO_FORZADO_ESCALA;0;null;LOWW;null → LOWW (DIRECTO_FORZADO_ESCALA)
11-04-09-SEQM-336-0000010-PROD-0001;11-04-09-SEQM-336-0000010;DIRECTO_FORZADO_ESCALA;0;null;SEQM;null → SEQM (DIRECTO_FORZADO_ESCALA)
11-07-32-SGAS-328-0000070-PROD-0001;11-07-32-SGAS-328-0000070;DIRECTO_FORZADO_ESCALA;0;null;SGAS;null → SGAS (DIRECTO_FORZADO_ESCALA)
11-15-20-UMMS-334-0000087-PROD-0001;11-15-20-UMMS-334-0000087;DIRECTO_FORZADO_ESCALA;0;null;UMMS;null → UMMS (DIRECTO_FORZADO_ESCALA)
11-07-28-SKBO-249-0000224-PROD-0001;11-07-28-SKBO-249-0000224;DIRECTO_FORZADO_ESCALA;0;null;SKBO;null → SKBO (DIRECTO_FORZADO_ESCALA)
11-17-07-OAKB-269-0000017-PROD-0001;11-17-07-OAKB-269-0000017;DIRECTO_FORZADO_ESCALA;0;null;OAKB;null → OAKB (DIRECTO_FORZADO_ESCALA)
11-09-31-SLLP-242-0000310-PROD-0001;11-09-31-SLLP-242-0000310;DIRECTO_FORZADO_ESCALA;0;null;SLLP;null → SLLP (DIRECTO_FORZADO_ESCALA)
11-17-39-LOWW-272-0000261-PROD-0001;11-17-39-LOWW-272-0000261;DIRECTO_FORZADO_ESCALA;0;null;LOWW;null → LOWW (DIRECTO_FORZADO_ESCALA)
11-16-08-OMDB-230-0000021-PROD-0001;11-16-08-OMDB-230-0000021;DIRECTO_FORZADO_ESCALA;0;null;OMDB;null → OMDB (DIRECTO_FORZADO_ESCALA)
11-12-15-SKBO-299-0000256-PROD-0001;11-12-15-SKBO-299-0000256;DIRECTO_FORZADO_ESCALA;0;null;SKBO;null → SKBO (DIRECTO_FORZADO_ESCALA)
11-21-04-SABE-231-0000029-PROD-0001;11-21-04-SABE-231-0000029;DIRECTO_FORZADO_ESCALA;0;null;SABE;null → SABE (DIRECTO_FORZADO_ESCALA)
12-06-27-OPKC-204-0000095-PROD-0001;12-06-27-OPKC-204-0000095;DIRECTO_FORZADO_ESCALA;0;null;OPKC;null → OPKC (DIRECTO_FORZADO_ESCALA)
12-04-29-EDDI-306-0000009-PROD-0001;12-04-29-EDDI-306-0000009;DIRECTO_FORZADO_ESCALA;0;null;EDDI;null → EDDI (DIRECTO_FORZADO_ESCALA)
12-05-07-LKPR-274-0000021-PROD-0001;12-05-07-LKPR-274-0000021;DIRECTO_FORZADO_ESCALA;0;null;LKPR;null → LKPR (DIRECTO_FORZADO_ESCALA)
12-05-10-OERK-336-0000263-PROD-0001;12-05-10-OERK-336-0000263;DIRECTO_FORZADO_ESCALA;0;null;OERK;null → OERK (DIRECTO_FORZADO_ESCALA)
11-23-22-SGAS-255-0000009-PROD-0001;11-23-22-SGAS-255-0000009;DIRECTO_FORZADO_ESCALA;0;null;SGAS;null → SGAS (DIRECTO_FORZADO_ESCALA)
12-06-23-LBSF-310-0000023-PROD-0001;12-06-23-LBSF-310-0000023;DIRECTO_FORZADO_ESCALA;0;null;LBSF;null → LBSF (DIRECTO_FORZADO_ESCALA)
12-06-59-LOWW-315-0000252-PROD-0001;12-06-59-LOWW-315-0000252;DIRECTO_FORZADO_ESCALA;0;null;LOWW;null → LOWW (DIRECTO_FORZADO_ESCALA)
12-17-05-VIDP-263-0000009-PROD-0001;12-17-05-VIDP-263-0000009;DIRECTO_FORZADO_ESCALA;0;null;VIDP;null → VIDP (DIRECTO_FORZADO_ESCALA)
12-07-30-SEQM-327-0000284-PROD-0001;12-07-30-SEQM-327-0000284;DIRECTO_FORZADO_ESCALA;0;null;SEQM;null → SEQM (DIRECTO_FORZADO_ESCALA)
12-16-30-EHAM-306-0000012-PROD-0001;12-16-30-EHAM-306-0000012;DIRECTO_FORZADO_ESCALA;0;null;EHAM;null → EHAM (DIRECTO_FORZADO_ESCALA)
12-13-54-OMDB-203-0000027-PROD-0001;12-13-54-OMDB-203-0000027;DIRECTO_FORZADO_ESCALA;0;null;OMDB;null → OMDB (DIRECTO_FORZADO_ESCALA)
12-10-34-SEQM-273-0000012-PROD-0001;12-10-34-SEQM-273-0000012;DIRECTO_FORZADO_ESCALA;0;null;SEQM;null → SEQM (DIRECTO_FORZADO_ESCALA)
12-18-55-OSDI-302-0000018-PROD-0001;12-18-55-OSDI-302-0000018;DIRECTO_FORZADO_ESCALA;0;null;OSDI;null → OSDI (DIRECTO_FORZADO_ESCALA)
12-14-26-SGAS-233-0000008-PROD-0001;12-14-26-SGAS-233-0000008;DIRECTO_FORZADO_ESCALA;0;null;SGAS;null → SGAS (DIRECTO_FORZADO_ESCALA)
12-22-07-OYSN-295-0000144-PROD-0001;12-22-07-OYSN-295-0000144;DIRECTO_FORZADO_ESCALA;0;null;OYSN;null → OYSN (DIRECTO_FORZADO_ESCALA)
12-21-58-OMDB-229-0000021-PROD-0001;12-21-58-OMDB-229-0000021;DIRECTO_FORZADO_ESCALA;0;null;OMDB;null → OMDB (DIRECTO_FORZADO_ESCALA)
13-02-20-LOWW-336-0000043-PROD-0001;13-02-20-LOWW-336-0000043;DIRECTO_FORZADO_ESCALA;0;null;LOWW;null → LOWW (DIRECTO_FORZADO_ESCALA)
12-22-00-SVMI-324-0000003-PROD-0001;12-22-00-SVMI-324-0000003;DIRECTO_FORZADO_ESCALA;0;null;SVMI;null → SVMI (DIRECTO_FORZADO_ESCALA)
13-00-27-SBBR-250-0000037-PROD-0001;13-00-27-SBBR-250-0000037;DIRECTO_FORZADO_ESCALA;0;null;SBBR;null → SBBR (DIRECTO_FORZADO_ESCALA)
13-07-20-LOWW-313-0000010-PROD-0001;13-07-20-LOWW-313-0000010;DIRECTO_FORZADO_ESCALA;0;null;LOWW;null → LOWW (DIRECTO_FORZADO_ESCALA)
13-00-15-SKBO-253-0000150-PROD-0001;13-00-15-SKBO-253-0000150;DIRECTO_FORZADO_ESCALA;0;null;SKBO;null → SKBO (DIRECTO_FORZADO_ESCALA)
13-08-37-OERK-316-0000142-PROD-0001;13-08-37-OERK-316-0000142;DIRECTO_FORZADO_ESCALA;0;null;OERK;null → OERK (DIRECTO_FORZADO_ESCALA)
13-10-57-LATI-216-0000157-PROD-0001;13-10-57-LATI-216-0000157;DIRECTO_FORZADO_ESCALA;0;null;LATI;null → LATI (DIRECTO_FORZADO_ESCALA)
13-11-42-LATI-326-0000013-PROD-0001;13-11-42-LATI-326-0000013;DIRECTO_FORZADO_ESCALA;0;null;LATI;null → LATI (DIRECTO_FORZADO_ESCALA)
13-14-58-VIDP-210-0000234-PROD-0001;13-14-58-VIDP-210-0000234;DIRECTO_FORZADO_ESCALA;0;null;VIDP;null → VIDP (DIRECTO_FORZADO_ESCALA)
13-05-14-SEQM-255-0000016-PROD-0001;13-05-14-SEQM-255-0000016;DIRECTO_FORZADO_ESCALA;0;null;SEQM;null → SEQM (DIRECTO_FORZADO_ESCALA)
13-14-49-LATI-320-0000188-PROD-0001;13-14-49-LATI-320-0000188;DIRECTO_FORZADO_ESCALA;0;null;LATI;null → LATI (DIRECTO_FORZADO_ESCALA)
13-15-01-OJAI-221-0000240-PROD-0001;13-15-01-OJAI-221-0000240;DIRECTO_FORZADO_ESCALA;0;null;OJAI;null → OJAI (DIRECTO_FORZADO_ESCALA)
13-10-07-SCEL-237-0000080-PROD-0001;13-10-07-SCEL-237-0000080;DIRECTO_FORZADO_ESCALA;0;null;SCEL;null → SCEL (DIRECTO_FORZADO_ESCALA)
13-17-08-OSDI-209-0000117-PROD-0001;13-17-08-OSDI-209-0000117;DIRECTO_FORZADO_ESCALA;0;null;OSDI;null → OSDI (DIRECTO_FORZADO_ESCALA)
13-18-10-OAKB-210-0000001-PROD-0001;13-18-10-OAKB-210-0000001;DIRECTO_FORZADO_ESCALA;0;null;OAKB;null → OAKB (DIRECTO_FORZADO_ESCALA)
13-12-11-SKBO-203-0000163-PROD-0001;13-12-11-SKBO-203-0000163;DIRECTO_FORZADO_ESCALA;0;null;SKBO;null → SKBO (DIRECTO_FORZADO_ESCALA)
13-22-33-LDZA-328-0000229-PROD-0001;13-22-33-LDZA-328-0000229;DIRECTO_FORZADO_ESCALA;0;null;LDZA;null → LDZA (DIRECTO_FORZADO_ESCALA)
13-23-39-LOWW-210-0000024-PROD-0001;13-23-39-LOWW-210-0000024;DIRECTO_FORZADO_ESCALA;0;null;LOWW;null → LOWW (DIRECTO_FORZADO_ESCALA)
14-00-17-LOWW-292-0000024-PROD-0001;14-00-17-LOWW-292-0000024;DIRECTO_FORZADO_ESCALA;0;null;LOWW;null → LOWW (DIRECTO_FORZADO_ESCALA)
14-01-21-LATI-272-0000009-PROD-0001;14-01-21-LATI-272-0000009;DIRECTO_FORZADO_ESCALA;0;null;LATI;null → LATI (DIRECTO_FORZADO_ESCALA)
14-02-48-OOMS-347-0000112-PROD-0001;14-02-48-OOMS-347-0000112;DIRECTO_FORZADO_ESCALA;0;null;OOMS;null → OOMS (DIRECTO_FORZADO_ESCALA)
14-03-53-VIDP-299-0000004-PROD-0001;14-03-53-VIDP-299-0000004;DIRECTO_FORZADO_ESCALA;0;null;VIDP;null → VIDP (DIRECTO_FORZADO_ESCALA)
13-20-19-SUAA-340-0000051-PROD-0001;13-20-19-SUAA-340-0000051;DIRECTO_FORZADO_ESCALA;0;null;SUAA;null → SUAA (DIRECTO_FORZADO_ESCALA)
14-04-33-LDZA-295-0000293-PROD-0001;14-04-33-LDZA-295-0000293;DIRECTO_FORZADO_ESCALA;0;null;LDZA;null → LDZA (DIRECTO_FORZADO_ESCALA)
14-10-23-VIDP-240-0000025-PROD-0001;14-10-23-VIDP-240-0000025;DIRECTO_FORZADO_ESCALA;0;null;VIDP;null → VIDP (DIRECTO_FORZADO_ESCALA)
14-10-16-LDZA-299-0000217-PROD-0001;14-10-16-LDZA-299-0000217;DIRECTO_FORZADO_ESCALA;0;null;LDZA;null → LDZA (DIRECTO_FORZADO_ESCALA)
14-11-27-OERK-287-0000036-PROD-0001;14-11-27-OERK-287-0000036;DIRECTO_FORZADO_ESCALA;0;null;OERK;null → OERK (DIRECTO_FORZADO_ESCALA)
14-13-01-EHAM-268-0000026-PROD-0001;14-13-01-EHAM-268-0000026;DIRECTO_FORZADO_ESCALA;0;null;EHAM;null → EHAM (DIRECTO_FORZADO_ESCALA)
14-15-03-OSDI-315-0000015-PROD-0001;14-15-03-OSDI-315-0000015;DIRECTO_FORZADO_ESCALA;0;null;OSDI;null → OSDI (DIRECTO_FORZADO_ESCALA)
14-08-36-SKBO-341-0000001-PROD-0001;14-08-36-SKBO-341-0000001;DIRECTO_FORZADO_ESCALA;0;null;SKBO;null → SKBO (DIRECTO_FORZADO_ESCALA)
14-16-57-LOWW-223-0000005-PROD-0001;14-16-57-LOWW-223-0000005;DIRECTO_FORZADO_ESCALA;0;null;LOWW;null → LOWW (DIRECTO_FORZADO_ESCALA)
14-10-29-SVMI-205-0000291-PROD-0001;14-10-29-SVMI-205-0000291;DIRECTO_FORZADO_ESCALA;0;null;SVMI;null → SVMI (DIRECTO_FORZADO_ESCALA)
14-19-56-OOMS-220-0000001-PROD-0001;14-19-56-OOMS-220-0000001;DIRECTO_FORZADO_ESCALA;0;null;OOMS;null → OOMS (DIRECTO_FORZADO_ESCALA)
14-21-53-OAKB-245-0000152-PROD-0001;14-21-53-OAKB-245-0000152;DIRECTO_FORZADO_ESCALA;0;null;OAKB;null → OAKB (DIRECTO_FORZADO_ESCALA)
14-13-00-SEQM-224-0000297-PROD-0001;14-13-00-SEQM-224-0000297;DIRECTO_FORZADO_ESCALA;0;null;SEQM;null → SEQM (DIRECTO_FORZADO_ESCALA)
15-00-14-LDZA-290-0000260-PROD-0001;15-00-14-LDZA-290-0000260;DIRECTO_FORZADO_ESCALA;0;null;LDZA;null → LDZA (DIRECTO_FORZADO_ESCALA)
15-01-20-OSDI-330-0000127-PROD-0001;15-01-20-OSDI-330-0000127;DIRECTO_FORZADO_ESCALA;0;null;OSDI;null → OSDI (DIRECTO_FORZADO_ESCALA)
15-02-21-LDZA-235-0000007-PROD-0001;15-02-21-LDZA-235-0000007;DIRECTO_FORZADO_ESCALA;0;null;LDZA;null → LDZA (DIRECTO_FORZADO_ESCALA)
14-21-11-SKBO-252-0000140-PROD-0001;14-21-11-SKBO-252-0000140;DIRECTO_FORZADO_ESCALA;0;null;SKBO;null → SKBO (DIRECTO_FORZADO_ESCALA)
15-03-16-OMDB-262-0000001-PROD-0001;15-03-16-OMDB-262-0000001;DIRECTO_FORZADO_ESCALA;0;null;OMDB;null → OMDB (DIRECTO_FORZADO_ESCALA)
15-04-12-OMDB-263-0000077-PROD-0001;15-04-12-OMDB-263-0000077;DIRECTO_FORZADO_ESCALA;0;null;OMDB;null → OMDB (DIRECTO_FORZADO_ESCALA)
15-09-57-VIDP-326-0000088-PROD-0001;15-09-57-VIDP-326-0000088;DIRECTO_FORZADO_ESCALA;0;null;VIDP;null → VIDP (DIRECTO_FORZADO_ESCALA)
15-02-33-SCEL-235-0000063-PROD-0001;15-02-33-SCEL-235-0000063;DIRECTO_FORZADO_ESCALA;0;null;SCEL;null → SCEL (DIRECTO_FORZADO_ESCALA)
15-08-53-OERK-249-0000015-PROD-0001;15-08-53-OERK-249-0000015;DIRECTO_FORZADO_ESCALA;0;null;OERK;null → OERK (DIRECTO_FORZADO_ESCALA)
15-09-37-UMMS-264-0000012-PROD-0001;15-09-37-UMMS-264-0000012;DIRECTO_FORZADO_ESCALA;0;null;UMMS;null → UMMS (DIRECTO_FORZADO_ESCALA)
15-04-22-SLLP-288-0000056-PROD-0001;15-04-22-SLLP-288-0000056;DIRECTO_FORZADO_ESCALA;0;null;SLLP;null → SLLP (DIRECTO_FORZADO_ESCALA)
15-15-00-OPKC-282-0000250-PROD-0001;15-15-00-OPKC-282-0000250;DIRECTO_FORZADO_ESCALA;0;null;OPKC;null → OPKC (DIRECTO_FORZADO_ESCALA)
15-14-02-OOMS-305-0000049-PROD-0001;15-14-02-OOMS-305-0000049;DIRECTO_FORZADO_ESCALA;0;null;OOMS;null → OOMS (DIRECTO_FORZADO_ESCALA)
15-14-45-OSDI-311-0000103-PROD-0001;15-14-45-OSDI-311-0000103;DIRECTO_FORZADO_ESCALA;0;null;OSDI;null → OSDI (DIRECTO_FORZADO_ESCALA)
15-15-00-LKPR-311-0000167-PROD-0001;15-15-00-LKPR-311-0000167;DIRECTO_FORZADO_ESCALA;0;null;LKPR;null → LKPR (DIRECTO_FORZADO_ESCALA)
15-08-51-SVMI-343-0000005-PROD-0001;15-08-51-SVMI-343-0000005;DIRECTO_FORZADO_ESCALA;0;null;SVMI;null → SVMI (DIRECTO_FORZADO_ESCALA)
15-17-44-OSDI-268-0000021-PROD-0001;15-17-44-OSDI-268-0000021;DIRECTO_FORZADO_ESCALA;0;null;OSDI;null → OSDI (DIRECTO_FORZADO_ESCALA)
15-22-02-LKPR-318-0000169-PROD-0001;15-22-02-LKPR-318-0000169;DIRECTO_FORZADO_ESCALA;0;null;LKPR;null → LKPR (DIRECTO_FORZADO_ESCALA)
15-18-18-SLLP-217-0000149-PROD-0001;15-18-18-SLLP-217-0000149;DIRECTO_FORZADO_ESCALA;0;null;SLLP;null → SLLP (DIRECTO_FORZADO_ESCALA)
15-20-23-SBBR-299-0000021-PROD-0001;15-20-23-SBBR-299-0000021;DIRECTO_FORZADO_ESCALA;0;null;SBBR;null → SBBR (DIRECTO_FORZADO_ESCALA)
16-02-23-EKCH-322-0000311-PROD-0001;16-02-23-EKCH-322-0000311;DIRECTO_FORZADO_ESCALA;0;null;EKCH;null → EKCH (DIRECTO_FORZADO_ESCALA)
15-21-34-SBBR-339-0000104-PROD-0001;15-21-34-SBBR-339-0000104;DIRECTO_FORZADO_ESCALA;0;null;SBBR;null → SBBR (DIRECTO_FORZADO_ESCALA)
16-04-34-UMMS-298-0000021-PROD-0001;16-04-34-UMMS-298-0000021;DIRECTO_FORZADO_ESCALA;0;null;UMMS;null → UMMS (DIRECTO_FORZADO_ESCALA)
15-20-49-SEQM-346-0000272-PROD-0001;15-20-49-SEQM-346-0000272;DIRECTO_FORZADO_ESCALA;0;null;SEQM;null → SEQM (DIRECTO_FORZADO_ESCALA)
16-06-34-OERK-206-0000257-PROD-0001;16-06-34-OERK-206-0000257;DIRECTO_FORZADO_ESCALA;0;null;OERK;null → OERK (DIRECTO_FORZADO_ESCALA)
16-07-09-OJAI-226-0000001-PROD-0001;16-07-09-OJAI-226-0000001;DIRECTO_FORZADO_ESCALA;0;null;OJAI;null → OJAI (DIRECTO_FORZADO_ESCALA)
16-08-20-OSDI-335-0000016-PROD-0001;16-08-20-OSDI-335-0000016;DIRECTO_FORZADO_ESCALA;0;null;OSDI;null → OSDI (DIRECTO_FORZADO_ESCALA)
16-01-59-SVMI-346-0000105-PROD-0001;16-01-59-SVMI-346-0000105;DIRECTO_FORZADO_ESCALA;0;null;SVMI;null → SVMI (DIRECTO_FORZADO_ESCALA)
16-12-22-OPKC-260-0000015-PROD-0001;16-12-22-OPKC-260-0000015;DIRECTO_FORZADO_ESCALA;0;null;OPKC;null → OPKC (DIRECTO_FORZADO_ESCALA)
16-12-49-VIDP-239-0000017-PROD-0001;16-12-49-VIDP-239-0000017;DIRECTO_FORZADO_ESCALA;0;null;VIDP;null → VIDP (DIRECTO_FORZADO_ESCALA)
16-04-55-SABE-287-0000006-PROD-0001;16-04-55-SABE-287-0000006;DIRECTO_FORZADO_ESCALA;0;null;SABE;null → SABE (DIRECTO_FORZADO_ESCALA)
16-14-31-OSDI-333-0000008-PROD-0001;16-14-31-OSDI-333-0000008;DIRECTO_FORZADO_ESCALA;0;null;OSDI;null → OSDI (DIRECTO_FORZADO_ESCALA)
16-15-45-OJAI-239-0000179-PROD-0001;16-15-45-OJAI-239-0000179;DIRECTO_FORZADO_ESCALA;0;null;OJAI;null → OJAI (DIRECTO_FORZADO_ESCALA)
16-16-18-EKCH-332-0000008-PROD-0001;16-16-18-EKCH-332-0000008;DIRECTO_FORZADO_ESCALA;0;null;EKCH;null → EKCH (DIRECTO_FORZADO_ESCALA)
16-10-38-SLLP-263-0000249-PROD-0001;16-10-38-SLLP-263-0000249;DIRECTO_FORZADO_ESCALA;0;null;SLLP;null → SLLP (DIRECTO_FORZADO_ESCALA)
16-18-10-LOWW-314-0000065-PROD-0001;16-18-10-LOWW-314-0000065;DIRECTO_FORZADO_ESCALA;0;null;LOWW;null → LOWW (DIRECTO_FORZADO_ESCALA)
16-17-58-SBBR-201-0000273-PROD-0001;16-17-58-SBBR-201-0000273;DIRECTO_FORZADO_ESCALA;0;null;SBBR;null → SBBR (DIRECTO_FORZADO_ESCALA)
17-00-43-EDDI-212-0000022-PROD-0001;17-00-43-EDDI-212-0000022;DIRECTO_FORZADO_ESCALA;0;null;EDDI;null → EDDI (DIRECTO_FORZADO_ESCALA)
17-00-59-LDZA-264-0000074-PROD-0001;17-00-59-LDZA-264-0000074;DIRECTO_FORZADO_ESCALA;0;null;LDZA;null → LDZA (DIRECTO_FORZADO_ESCALA)
17-02-19-OOMS-277-0000220-PROD-0001;17-02-19-OOMS-277-0000220;DIRECTO_FORZADO_ESCALA;0;null;OOMS;null → OOMS (DIRECTO_FORZADO_ESCALA)
17-02-26-OAKB-214-0000138-PROD-0001;17-02-26-OAKB-214-0000138;DIRECTO_FORZADO_ESCALA;0;null;OAKB;null → OAKB (DIRECTO_FORZADO_ESCALA)
17-02-22-EKCH-322-0000053-PROD-0001;17-02-22-EKCH-322-0000053;DIRECTO_FORZADO_ESCALA;0;null;EKCH;null → EKCH (DIRECTO_FORZADO_ESCALA)
16-19-44-SVMI-254-0000016-PROD-0001;16-19-44-SVMI-254-0000016;DIRECTO_FORZADO_ESCALA;0;null;SVMI;null → SVMI (DIRECTO_FORZADO_ESCALA)
17-03-09-UMMS-247-0000009-PROD-0001;17-03-09-UMMS-247-0000009;DIRECTO_FORZADO_ESCALA;0;null;UMMS;null → UMMS (DIRECTO_FORZADO_ESCALA)
17-06-03-OYSN-211-0000054-PROD-0001;17-06-03-OYSN-211-0000054;DIRECTO_FORZADO_ESCALA;0;null;OYSN;null → OYSN (DIRECTO_FORZADO_ESCALA)
17-07-37-LDZA-323-0000130-PROD-0001;17-07-37-LDZA-323-0000130;DIRECTO_FORZADO_ESCALA;0;null;LDZA;null → LDZA (DIRECTO_FORZADO_ESCALA)
17-14-05-OJAI-303-0000023-PROD-0001;17-14-05-OJAI-303-0000023;DIRECTO_FORZADO_ESCALA;0;null;OJAI;null → OJAI (DIRECTO_FORZADO_ESCALA)
17-14-39-OERK-210-0000196-PROD-0001;17-14-39-OERK-210-0000196;DIRECTO_FORZADO_ESCALA;0;null;OERK;null → OERK (DIRECTO_FORZADO_ESCALA)
